TABLE 9  COMPLETENESS  - INFORMATION ON NOTATION KEYS,,,,Inventory 1990,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel/Liquid Fuels",,,Included in 1A2b,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.d  Domestic Navigation/Biomass
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.d  Domestic Navigation",,,"Included in 1A3b Road Transport currently, but will be disaggregated.",
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Biomass
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,,Included in 1A3b Road Transport,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Diesel Oil
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,,Included in 1A3b Road Transport,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Gasoline
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,,Included in 1A3b Road Transport,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing/Gasoline",,,Included in 1D3,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing/Biomass
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing",,,Included in 1D3,
CO2,4.A  Forest Land/4.A.1  Forest Land Remaining Forest Land/4(V)  Biomass Burning/Wildfires/Cyprus,4(V).A.1/Wildfires,4.A.1/Carbon stock change in living biomass,CO2 emissions due to wildfires in forest land remaining forest land are included in table 4.A.1/Carbon stock change in living biomass/Losses,
CO2,4.A  Forest Land/4.A.2  Land Converted to Forest Land/4(V)  Biomass Burning/Wildfires,4(V).A.2/Wildfires,"4.A.1/Carbon stock change in living biomass
","CO2 emissions due to wildfires in land converted to forest land are included in table 4.A.1/Carbon stock change in living biomass/Losses
",
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel/Liquid Fuels",,,Included in 1A2b,
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.d  Domestic Navigation/Biomass
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.d  Domestic Navigation",,,"Included in 1A3b Road Transport currently, but will be disaggregated.",
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Biomass
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,,Included in 1A3b Road Transport,
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Diesel Oil
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,,Included in 1A3b Road Transport,
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Gasoline
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,,Included in 1A3b Road Transport,
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing/Gasoline",,,Included in 1D3,
N2O,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing/Biomass
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing",,,Included in 1D3,
N2O,4.A  Forest Land/4.A.2  Land Converted to Forest Land/4(V)  Biomass Burning/Wildfires,4(V).A.2/Wildfires,4(V).A.1/Wildfires,N2O emissions due to wildfires in land converted to forest land are included in N2O emissions in forest land remaining forest land in table 4(V).A.1/Wildfires,
,,,,,
"(1)   Clearly indicate sources and sinks which are considered in the 2006 IPCC Guidelines but are not considered in the submitted inventory. Explain the reason for not reporting these sources and sinks, in order to avoid arbitrary interpretations.  An entry should be made for each source/sink category for which the notation key ""NE"" (not estimated) is entered in the sectoral tables.",,,,,
(2) Indicate omitted source/sink category ,,,,,
"(3)   Clearly indicate sources and sinks in the submitted inventory that are allocated to a sector other than that indicated by the 2006 IPCC Guidelines. Show the sector indicated in the 2006 IPCC Guidelines and the sector to which the source or sink is allocated in the submitted inventory. Explain the reason for reporting these sources and sinks in a different sector/category. An entry should be made for each source/sink for which the notation key ""IE"" (included elsewhere) is used in the sectoral tables.",,,,,
