TABLE 7   SUMMARY OVERVIEW FOR KEY CATEGORIES (1),,,,,Inventory 1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Sheet 1 of 1),,,,,Submission 2023 v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.c Railways,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Liquid Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Liquid Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Liquid Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Gaseous Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Gaseous Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Gaseous Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Other Fossil Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Other Fossil Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Other Fossil Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Biomass Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.d Domestic Navigation - Biomass Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.e Other Transportation,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.e Other Transportation,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.3.e Other Transportation,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Liquid Fuels,CO2,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Liquid Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Liquid Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Solid Fuels,CO2,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Solid Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Solid Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Gaseous Fuels,CO2,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Gaseous Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Gaseous Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Other Fossil Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Other Fossil Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Other Fossil Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Peat,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Peat,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Peat,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Biomass,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.4 Other Sectors - Biomass,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Liquid Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Liquid Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Liquid Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Solid Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Solid Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Solid Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Gaseous Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Gaseous Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Gaseous Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Other Fossil Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Other Fossil Fuels,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Other Fossil Fuels,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Peat,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Peat,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Peat,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Biomass,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5 Other (Not specified elsewhere) - Biomass,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.1 Fugitive emissions from Solid Fuels,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.1 Fugitive emissions from Solid Fuels,CH4,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.a Fugitive Emissions from Fuels - Oil and Natural Gas -  Oil,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.a Fugitive Emissions from Fuels - Oil and Natural Gas - Oil,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.b Fugitive Emissions from Fuels - Oil and Natural Gas - Natural Gas,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.b Fugitive Emissions from Fuels - Oil and Natural Gas - Natural Gas,CH4,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.c Fugitive Emissions from Fuels - Venting and flaring,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.c Fugitive Emissions from Fuels - Venting and flaring,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.c Fugitive Emissions from Fuels - Venting and flaring,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.d Fugitive Emissions from Fuels - Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.d Fugitive Emissions from Fuels - Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B.2.d Fugitive Emissions from Fuels - Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.C CO2 Transport and Storage,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.A.1 Cement Production,CO2,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.A.2 Lime Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.A.3 Glass Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.A.4 Other Process Uses of Carbonates,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.1 Ammonia Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.1 Ammonia Production,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.1 Ammonia Production,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.2 Nitric Acid Production,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.3 Adipic Acid Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.3 Adipic Acid Production,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.B.4 Caprolactam, Glyoxal and Glyoxylic Acid Production",CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.B.4 Caprolactam, Glyoxal and Glyoxylic Acid Production",N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.5 Carbide Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.5 Carbide Production,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.6 Titanium Dioxide Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.7 Soda Ash Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.8 Petrochemical and Carbon Black Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.8 Petrochemical and Carbon Black Production,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.9 Fluorochemical Production,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.10 Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.10 Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.10 Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.B.10 Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.1 Iron and Steel Production,CO2,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.1 Iron and Steel Production,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.2 Ferroalloys Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.2 Ferroalloys Production,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.3 Aluminium Production,CO2,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.3 Aluminium Production,PFCs,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.3 Aluminium Production,SF6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.4 Magnesium Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.4 Magnesium Production,HFCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.4 Magnesium Production,PFCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.4 Magnesium Production,SF6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.4 Magnesium Production,Unspecified mix of HFCs and PFCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.5 Lead Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.6 Zinc Production,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.7 Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.7 Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.7 Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.C.7 Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.D Non-energy Products from Fuels and Solvent Use,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.D Non-energy Products from Fuels and Solvent Use,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.D Non-energy Products from Fuels and Solvent Use,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.E Electronics Industry,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.F.1 Refrigeration and Air conditioning,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.F.2 Foam Blowing Agents,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.F.3 Fire Protection,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.F.4 Aerosols,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.F.5 Solvents,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.F.6 Other Applications,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.G Other Product Manufacture and Use,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.G Other Product Manufacture and Use,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.G Other Product Manufacture and Use,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.G Other Product Manufacture and Use,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.H Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.H Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.H Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.H Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.A Enteric Fermentation,CH4,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.B Manure Management,CH4,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.B Manure Management,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.C Rice Cultivation,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.D Agricultural Soils,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.D.1 Direct N2O Emissions From Managed Soils,N2O,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.D.2 Indirect N2O Emissions From Managed Soils,N2O,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.E Prescribed burning of savannas,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.E Prescribed burning of savannas,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.F Field burning of agricultural residues,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.F Field burning of agricultural residues,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.G Liming,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.H Urea Application,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.I. Other carbon-containing fertlizers,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.J. Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.J. Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.J. Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.A.1 Forest Land Remaining Forest Land,CO2,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.A.2 Land Converted to Forest Land,CO2,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.B.1 Cropland Remaining Cropland,CO2,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.B.2 Land Converted to Cropland,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.C.1 Grassland Remaining Grassland,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.C.2 Land Converted to Grassland,CO2,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.D.1.1 Peat Extraction Remaining Peat Extraction,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.D.1.2 Flooded Land Remaining Flooded Land,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.D.1.3 Other Wetlands Remaining Other Wetlands,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.D.2 Land Converted to Wetlands,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.E.1 Settlements Remaining Settlements,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.E.2 Land Converted to Settlements,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.F.1 Other Land Remaining Other Land,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.F.2 Land Converted to Other Land,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.G Harvested Wood Products,CO2,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(I). Direct N2O emissions from N inputs to managed soils,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(II). Emissions and removals from drainage and rewetting and other management of organic and mineral soils,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(II). Emissions and removals from drainage and rewetting and other management of organic and mineral soils,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(II). Emissions and removals from drainage and rewetting and other management of organic and mineral soils,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(III).Direct N2O emissions from N mineralization/immobilization,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(IV) Indirect N2O Emissions from Managed Soils,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(V) Biomass Burning,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(V) Biomass Burning,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4(V) Biomass Burning,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.H Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.H Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.H Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.A Solid Waste Disposal,CH4,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.A Solid Waste Disposal,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.B Biological Treatment of Solid Waste,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.B Biological Treatment of Solid Waste,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.C Incineration and Open Burning of Waste,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.C Incineration and Open Burning of Waste,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.C Incineration and Open Burning of Waste,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.D Wastewater Treatment and Discharge,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.D Wastewater Treatment and Discharge,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.E Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.E Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.E Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Other,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Other,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Other,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Other,Aggregate F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:  L = Level assessment; T = Trend assessment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1) This table is filled automatically based on the IPCC Tier 1 methodology. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
