TABLE 9  COMPLETENESS  - INFORMATION ON NOTATION KEYS,,,,Inventory 1990,
CH4,Waste,5.D  Wastewater Treatment and Discharge/5.D.1  Domestic Wastewater,"New Zealand does not have any information regarding the CH4 flaring in this source category. The amount of CH4 flared does not contribute to New Zealand's total emissions, but the implied emission factor only ",,
CH4,Waste,5.D  Wastewater Treatment and Discharge/5.D.2  Industrial Wastewater,"New Zealand does not have any information regarding the CH4 flaring in this source category. The amount of CH4 flared does not contribute to New Zealand's total emissions, but the implied emission factor only ",,
CO2,Agriculture,3.I  Other Carbon-containing Fertilizers,"The IPCC (2006) Guidelines do not provide guidance for reporting on other carbon-containing fertilisers. Other carbon-containing synthetic fertilisers besides limestone, dolomite and urea are not applied to agricultural land in New Zealand.",,
CO2,Energy,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.a  Oil/1.B.2.a.5  Distribution of Oil Products,No emission factors are given in the guidelines.,,
CO2,Energy,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.b  Natural Gas/1.B.2.b.3  Processing,Not significant.,,
CO2,Waste,5.C  Incineration and Open Burning of Waste/5.C.1  Waste Incineration/5.C.1.2  Non-biogenic/5.C.1.2.a  Municipal Solid Waste,"Approximately 100-200 rural schools in New Zealand still incinerate their waste production. Estimates indicate that this practice emits 0.04 kt CO2-e per year. NE (not estimated) is used because New Zealand does not have sufficient information regarding the practice of incinerating waste in schools, and the amount is negligible. This is in accordance with paragraph 37 (b) of the UNFCCC guidelines.",,
N2O,Agriculture,3.1  Livestock/3.B  Manure Management/3.B.2  N2O and NMVOC Emissions/3.B.2.5  Indirect N2O Emissions,"The IPCC (2006) guidelines for determining indirect N2O emissions does not provide a methodology for estimating emissions from leaching and run-off. In addition, indirect N2O emissions from leaching and run-off are insigificant in New Zealand, as almost all livestock are kept outdoors all year around on pasture.",,
N2O,Agriculture,3.D  Agricultural Soils/3.D.1  Direct N2O Emissions From Managed Soils/3.D.1.2  Organic N Fertilizers/3.D.1.2.c  Other Organic Fertilizers Applied to Soils,"Emissions from 'Other organic fertilisers applied to soils' are not estimated due to their insignificance. Emissions are roughly estimated to be 20 kt CO2-e (van der Weerden et. al, 2014). Emissions are below threshold of 0.05 per cent of national total GHG emissions and do not exceed 500kt CO2-e",,
N2O,LULUCF,4.B  Cropland/4.B.1  Cropland Remaining Cropland/4(V)  Biomass Burning/Wildfires/Cropland remaining cropland,New Zealand does not have sufficient information on this activity to reliably report on it.,,
N2O,LULUCF,4.B  Cropland/4.B.2  Land Converted to Cropland/4(V)  Biomass Burning/Wildfires/Land converted to cropland,New Zealand does not have sufficient information on this activity to reliably report on it.,,
N2O,LULUCF,4.D  Wetlands/4.D.1  Wetlands Remaining Wetlands/4(V)  Biomass Burning/Wildfires/Wetland remaining wetland,No methodology is provided in the 2006 IPCC Guidelines for estimating emissions from this source category.,,
N2O,Waste,5.C  Incineration and Open Burning of Waste/5.C.1  Waste Incineration/5.C.1.2  Non-biogenic/5.C.1.2.a  Municipal Solid Waste,"Approximately 100-200 rural schools in New Zealand still incinerate their waste production. Estimates indicate that this practice emits 0.04 kt CO2-e per year. NE (not estimated) is used because New Zealand does not have sufficient information regarding the practice of incinerating waste in schools, and the amount is negligible. This is in accordance with paragraph 37 (b) of the UNFCCC guidelines.",,
"Sources and sinks reported elsewhere (""IE"")(3)",,,,,
GHG,Source/sink category,Allocation as per IPCC Guidelines,Allocation used by the Party,Explanation,
C,"1.AD  Feedstocks, reductants and other non-energy use of fuels/Liquid Fuels/Petroleum Coke",,Included in 1.AD Bitumen,Disaggregated data does not exist,
CH4,3.E  Prescribed Burning of Savannas/Forest land (specify ecological zone),,"Biomass burning (table 4(V) of LULUCF), category C. Grassland","Prescribed burning of savanna is reported under the Land Use, Land-Use Change and Forestry (LULUCF) sector. See section 6.11.5 of the NIR (biomass burning (table 4(V) of LULUCF), category C. Grassland).",
CH4,3.E  Prescribed Burning of Savannas/Grassland (specify ecological zone)/Tussock,,"Biomass burning (Table 4(V) of LULUCF), category C. Grassland","Prescribed burning of savanna is reported under the LULUCF sector. See section 6.11.5 of the NIR (Biomass burning (Table 4(V) of LULUCF), category C. Grassland)",
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel/Liquid Fuels",,Included under 1.A.2.g.viii Other,Disaggregated data does not exist.,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel/Solid Fuels",,Included in 2.C.1,All emissions from the use of coal in this category are included in the Industrial Processes sector because the primary purpose of the coal is to produce iron,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.f  Non-metallic Minerals
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.f  Non-metallic Minerals/Biomass",,Included in 1.A.2.g.viii Other,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks/Gasoline",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks/Diesel Oil
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks/Liquefied Petroleum Gases (LPG)
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses/Liquefied Petroleum Gases (LPG)",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses/Diesel Oil
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses/Gasoline
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iv  Motorcycles
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iv  Motorcycles/Gasoline",,Included in Cars,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Gaseous Fuels
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,Included in 1.A.4.c.i,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Liquefied Petroleum Gases (LPG)
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,Included in 1.A.4.c.i,Disaggregated data does not exist,
CH4,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing/Gaseous Fuels
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing",,Included in 1.A.4.c.i,Disaggregated data does not exist,
CH4,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.b  Natural Gas/1.B.2.b.1  Exploration,,Included in 1.B.2.a.1,"In New Zealand, exploration is not specifically aimed to obtain oil or gas that is, oil exploration is not separated from gas exploration by planning, processes, equipment or resources. Thus the exploratory wells are drilled without distinction of their purpose, i.e., whether the expected outcome is oil, gas, both, or none and there is no reliable way to predict which it would be to estimate proportions of mostly oil and mostly gas wells. In that sense, disaggregated data for oil/gas exploration do not exist. Considering that available emission factors for well drilling and testing also do not distinguish between oil and gas, all emissions from oil/gas exploration are placed in the same category.",
CH4,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.c  Venting and Flaring/1.B.2.c.1  Venting/1.B.2.c.1.i  Oil,,Included in 1.B.2.c.1.iii Combined,"The fields produce both oil and gas and, therefore are reported as combined. Disaggregated data does not exist.",
CH4,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.c  Venting and Flaring/1.B.2.c.2  Flaring/1.B.2.c.2.i  Oil,,Included in 1.B.2.c.2.iii Combined,"The fields produce both oil and gas and, therefore are reported as combined. Disaggregated data does not exist.",
CH4,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.c  Venting and Flaring/1.B.2.c.2  Flaring/1.B.2.c.2.ii  Gas,,Included in 1.B.2.c.2.iii Combined,"The fields produce both oil and gas and, therefore are reported as combined. Disaggregated data does not exist.",
CH4,4.B  Cropland/4.B.1  Cropland Remaining Cropland/4(V)  Biomass Burning/Controlled Burning/Cropland remaining cropland,,Emissions included under Agriculture,Emissions from burning of crop stubble is reported in the Agriculture sector.,
CH4,5.D  Wastewater Treatment and Discharge/5.D.2  Industrial Wastewater,,"1.A.2.e Food Processing, Beverages and Tobacco - Biomass","Emissions from CH4 recovered for energy generation are known to occur at the Tirau dairy processing plant and emissions of CH4 and N2O from the combustion of biogas are reported under 1.A.2.e Food Processing, Beverages and Tobacco - Biomass",
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel/Liquid Fuels",,Included under 1.A.2.g.viii Other,Disaggregated data does not exist.,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.a  Iron and Steel/Solid Fuels",,Included in 2.C.1,All emissions from the use of coal in this category are included in the Industrial Processes sector because the primary purpose of the coal is to produce iron,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.f  Non-metallic Minerals
1.AA  Fuel Combustion - Sectoral approach/1.A.2  Manufacturing Industries and Construction/1.A.2.f  Non-metallic Minerals/Biomass",,Included in 1.A.2.g.viii Other,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks/Gasoline",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks/Liquefied Petroleum Gases (LPG)",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks/Diesel Oil
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.ii  Light duty trucks",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses/Diesel Oil
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses/Gasoline
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses/Liquefied Petroleum Gases (LPG)
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iii  Heavy duty trucks and buses",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iv  Motorcycles
1.AA  Fuel Combustion - Sectoral approach/1.A.3  Transport/1.A.3.b  Road Transportation/1.A.3.b.iv  Motorcycles/Gasoline",,Included in Cars,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Gaseous Fuels
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,Included in 1.A.4.c.i,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery/Liquefied Petroleum Gases (LPG)
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.ii  Off-road vehicles and other machinery",,Included in 1.A.4.c.i,Disaggregated data does not exist,
CO2,"1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing/Gaseous Fuels
1.AA  Fuel Combustion - Sectoral approach/1.A.4  Other Sectors/1.A.4.c  Agriculture/Forestry/Fishing/1.A.4.c.iii  Fishing",,Included in 1.A.4.c.i,Disaggregated data does not exist,
CO2,"1.AD  Feedstocks, reductants and other non-energy use of fuels/Liquid Fuels/Lubricants",,Included in 2.D.1,These are not used for energy purposes,
CO2,"1.AD  Feedstocks, reductants and other non-energy use of fuels/Liquid Fuels/Petroleum Coke",,Included in 1.AD Bitumen,Disaggregated data does not exist,
CO2,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.b  Natural Gas/1.B.2.b.1  Exploration,,Included in 1.B.2.a.1,"In New Zealand, exploration is not specifically aimed to obtain oil or gas that is, oil exploration is not separated from gas exploration by planning, processes, equipment or resources. Thus the exploratory wells are drilled without distinction of their purpose, i.e., whether the expected outcome is oil, gas, both, or none and there is no reliable way to predict which it would be to estimate proportions of mostly oil and mostly gas wells. In that sense, disaggregated data for oil/gas exploration do not exist. Considering that available emission factors for well drilling and testing also do not distinguish between oil and gas, all emissions from oil/gas exploration are placed in the same category.",
CO2,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.c  Venting and Flaring/1.B.2.c.1  Venting/1.B.2.c.1.i  Oil,,Included in 1.B.2.c.1.iii Combined,"The fields produce both oil and gas and, therefore are reported as combined. Disaggregated data does not exist.",
CO2,1.B  Fugitive Emissions from Fuels/1.B.2  Oil and Natural Gas and Other Emissions from Energy Production/1.B.2.c  Venting and Flaring/1.B.2.c.2  Flaring/1.B.2.c.2.ii  Gas,,Included in 1.B.2.c.2.iii Combined,"The fields produce both oil and gas and, therefore are reported as combined. Disaggregated data does not exist.",
CO2,2.A  Mineral Industry/2.A.3  Glass production,2.A.3,2.A.4,"<textarea class=""input1"" id=""input"" style=""font-weight: bold; background-color: rgb(238, 215, 238);"">Emissions reported in 2.A.4.b   This aggregates emissions from glass production with other uses of carbonates, due to confidentiality concerns for both glass and aluminium production. Both activities use carbonates with a very small number of firms.",
CO2,4.A  Forest Land/4.A.1  Forest Land Remaining Forest Land/4(V)  Biomass Burning/Controlled Burning/Forest land remaining forest land,,"CO2 emissions are captured by the general carbon stock change calculation if the fire-damaged area is harvested and replanted. If the stand is allowed to grow on but with a reduced stocking, the CO2 emissions are accounted for at the eventual time of harvest.","CO2 emissions are captured by the general carbon stock change calculation if the fire-damaged area is harvested and replanted. If the stand is allowed to grow on but with a reduced stocking, the CO2 emissions are accounted for at the eventual time of harvest.",
CO2,4.A  Forest Land/4.A.2  Land Converted to Forest Land/4(V)  Biomass Burning/Controlled Burning/Land converted to forest land,,"CO2 emissions are captured by the general carbon stock change calculation if the fire-damaged area is harvested and replanted. If the stand is allowed to grow on but with a reduced stocking, the CO2 emissions are accounted for at the eventual time of harvest.","CO2 emissions are captured by the general carbon stock change calculation if the fire-damaged area is harvested and replanted. If the stand is allowed to grow on but with a reduced stocking, the CO2 emissions are accounted for at the eventual time of harvest.",
CO2,4.A  Forest Land/4.A.2  Land Converted to Forest Land/4(V)  Biomass Burning/Wildfires/Land converted to forest land,,"CO2 emissions are captured by the general carbon stock change calculation if the fire-damaged area is harvested and replanted. If the stand is allowed to grow on but with a reduced stocking, the CO2 emissions are accounted for at the eventual time of harvest.","CO2 emissions are captured by the general carbon stock change calculation if the fire-damaged area is harvested and replanted. If the stand is allowed to grow on but with a reduced stocking, the CO2 emissions are accounted for at the eventual time of harvest.",
CO2,4.B  Cropland/4.B.1  Cropland Remaining Cropland/4(V)  Biomass Burning/Controlled Burning/Cropland remaining cropland,,Emissions included under Agriculture,Emissions from burning of crop stubble is reported in the Agriculture sector.,
CO2,4.B  Cropland/4.B.1  Cropland Remaining Cropland/4(V)  Biomass Burning/Wildfires/Cropland remaining cropland,,"Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use. ","Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use. ",
CO2,4.B  Cropland/4.B.2  Land Converted to Cropland/4(V)  Biomass Burning/Wildfires/Land converted to cropland,,"Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.","Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.",
CO2,4.C  Grassland/4.C.1  Grassland Remaining Grassland/4(V)  Biomass Burning/Controlled Burning/Grassland remaining grassland,,"This is not a significant activity in New Zealand due to its temperate climate and rainfall distribution, and any CO2 emissions from burning on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the fire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
","This is not a significant activity in New Zealand due to its temperate climate and rainfall distribution, and any CO2 emissions from burning on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the fire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
",
CO2,4.C  Grassland/4.C.1  Grassland Remaining Grassland/4(V)  Biomass Burning/Wildfires/Grassland remaining grassland,,"Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use. 
","Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use. 
",
CO2,4.C  Grassland/4.C.2  Land Converted to Grassland/4(V)  Biomass Burning/Controlled Burning/Land converted to grassland,,"CO2 emissions from the controlled burning of land converted to this category are captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
","CO2 emissions from the controlled burning of land converted to this category are captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
",
CO2,4.C  Grassland/4.C.2  Land Converted to Grassland/4(V)  Biomass Burning/Wildfires/Land converted to grassland,,"Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use. 
","Any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use. 
",
CO2,4.D  Wetlands/4.D.1  Wetlands Remaining Wetlands/4(V)  Biomass Burning/Controlled Burning/Wetland remaining wetland,,"This is not a significant activity in New Zealand due to its temperate climate and rainfall distribution, and any CO2 emissions from burning on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the fire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
","This is not a significant activity in New Zealand due to its temperate climate and rainfall distribution, and any CO2 emissions from burning on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the fire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
",
CO2,4.D  Wetlands/4.D.1  Wetlands Remaining Wetlands/4(V)  Biomass Burning/Wildfires/Wetland remaining wetland,,"This is not a significant activity in New Zealand due to its temperate climate and rainfall distribution, and any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
","This is not a significant activity in New Zealand due to its temperate climate and rainfall distribution, and any CO2 emissions from wildfires on non-forest land are likely to be off-set by the subsequent carbon gain from the re-growth of biomass, which is also not accounted for. Alternatively, if the wildfire resulted in land-use change, then any CO2 emissions would be captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
",
CO2,4.D  Wetlands/4.D.2  Land Converted to Wetlands/4(V)  Biomass Burning/Controlled Burning/Land converted to wetlands,,"CO2 emissions from the controlled burning of land converted to this category are captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
","CO2 emissions from the controlled burning of land converted to this category are captured by the general carbon stock change calculation that is performed when land is converted to a new land use.
",
